city,state,ward_id,population,households,organic_waste_tpd,animal_waste_tpd,total_waste_tpd,estimated_biogas_m3_day,estimated_methane_pct,electricity_potential_kwh_day,latitude,longitude,collection_efficiency_pct,digester_capacity_tpd,plant_utilization_pct,recommended_ai_cluster,co2_reduction_tonnes_year
Solapur,Maharashtra,25,5951,335,13.25,7.0,28.43,547.48,60.62,2292.78,17.610772,75.895631,87.91,9.45,53.26,2,1433.86
Solapur,Maharashtra,39,5376,1043,14.48,11.32,38.58,426.83,60.7,1972.03,17.712097,75.888581,92.24,10.27,46.47,2,2291.1
Solapur,Maharashtra,33,7459,2064,6.29,11.58,30.02,1130.36,53.79,1209.16,17.607957,75.921422,79.94,18.47,65.55,4,1129.06
Solapur,Maharashtra,1,1626,652,8.06,8.71,21.13,838.4,59.85,1920.98,17.681439,75.856951,68.75,48.19,47.68,4,1695.04
Solapur,Maharashtra,27,4677,2222,21.37,8.25,26.34,213.3,52.97,2395.75,17.639009,75.947217,61.16,33.49,70.81,5,1430.93
Solapur,Maharashtra,13,10295,372,10.51,9.15,30.37,157.2,52.16,1964.41,17.688154,75.851428,65.61,29.94,47.76,5,523.01
Solapur,Maharashtra,41,7524,1676,21.1,15.57,25.65,621.58,64.99,2129.57,17.639199,75.910132,65.22,36.74,68.83,6,1469.91
Solapur,Maharashtra,3,6609,2214,18.45,8.57,3.62,326.5,59.34,1937.43,17.747744,75.906263,79.54,23.79,81.31,2,1351.47
Solapur,Maharashtra,39,5646,1393,6.49,16.95,10.21,364.46,56.46,545.3,17.646459,75.863472,92.8,39.11,42.13,5,1246.11
Solapur,Maharashtra,6,8696,2772,13.92,9.32,32.99,1063.02,54.32,2108.9,17.636294,75.865092,56.93,22.7,60.99,7,1290.6
Solapur,Maharashtra,8,4868,1007,17.74,17.11,13.09,180.31,59.06,608.51,17.64177,75.929268,55.04,42.19,63.05,5,493.89
Solapur,Maharashtra,27,5297,2104,7.79,15.07,30.07,881.21,50.74,2247.64,17.734471,75.938756,79.01,17.03,79.55,2,1176.73
Solapur,Maharashtra,9,3292,1255,21.19,6.84,16.77,383.68,51.42,1227.83,17.695433,75.878302,66.36,17.49,63.4,4,1500.89
Solapur,Maharashtra,37,7232,2775,14.76,15.61,22.31,931.57,50.49,1740.9,17.709603,75.893796,90.22,28.51,68.38,2,1235.94
Solapur,Maharashtra,33,4976,459,6.22,2.43,5.52,889.1,57.49,1318.52,17.737702,75.8855,68.09,24.38,79.56,7,1234.2
Solapur,Maharashtra,51,4917,2496,15.62,16.69,9.71,88.28,59.01,370.88,17.736781,75.857255,66.59,34.17,67.99,1,296.74
Solapur,Maharashtra,42,3145,2035,24.99,11.55,38.42,650.23,50.94,833.2,17.710842,75.91732,65.78,21.39,57.91,2,554.97
Solapur,Maharashtra,44,10897,1885,5.89,1.45,35.94,236.04,60.82,2461.77,17.629674,75.932519,60.79,15.37,44.29,1,851.82
Solapur,Maharashtra,24,4530,366,20.88,11.77,27.13,1050.17,53.46,2407.68,17.726506,75.880488,78.26,26.14,76.5,2,1076.11
Solapur,Maharashtra,15,4372,2728,7.16,17.55,20.01,1056.18,60.28,903.14,17.630566,75.949018,61.73,30.24,83.56,7,1474.18
Solapur,Maharashtra,32,4572,357,20.1,1.72,28.0,548.55,64.73,2491.3,17.711435,75.857585,71.99,11.42,88.5,1,2088.43
Solapur,Maharashtra,32,3354,641,19.03,10.21,25.89,577.72,60.37,2137.05,17.70284,75.916179,73.44,30.05,86.33,1,482.9
Solapur,Maharashtra,24,5521,1453,9.26,13.59,24.04,419.68,63.25,1585.75,17.713833,75.894823,55.82,19.37,79.87,7,154.4
Solapur,Maharashtra,41,6162,1495,9.83,14.68,5.19,882.6,64.22,244.29,17.679903,75.89466,55.67,22.66,72.17,2,1144.26
Solapur,Maharashtra,49,8014,1532,20.33,7.74,26.41,481.7,57.3,2268.4,17.695809,75.895765,75.81,17.57,79.07,6,1105.19
Solapur,Maharashtra,49,6531,2701,12.88,4.07,31.45,379.93,60.53,1459.96,17.742998,75.875868,82.84,46.91,61.6,5,1378.33
Solapur,Maharashtra,12,4208,1794,18.94,1.24,39.78,564.1,62.78,2190.92,17.615163,75.921556,92.69,35.75,69.74,3,2019.75
Solapur,Maharashtra,39,8612,2121,5.83,10.65,3.41,182.47,55.35,2110.91,17.646327,75.922158,62.16,16.81,57.43,5,1949.38
Solapur,Maharashtra,2,11024,415,21.68,8.43,30.02,916.2,53.92,2107.56,17.691704,75.87824,59.13,34.03,56.34,1,348.1
Solapur,Maharashtra,3,9893,961,18.49,17.1,24.16,94.11,64.2,1790.71,17.744608,75.933531,57.08,43.19,77.83,2,2249.51
Solapur,Maharashtra,49,5007,1765,22.91,1.56,19.06,801.82,60.89,834.83,17.614336,75.881684,72.44,23.07,62.7,2,371.74
Solapur,Maharashtra,37,7956,2168,5.48,12.49,7.72,284.81,53.3,939.98,17.603382,75.922509,79.93,42.35,50.61,2,1566.82
Solapur,Maharashtra,49,5712,2634,15.84,0.94,18.14,340.29,56.74,874.9,17.608362,75.8621,88.62,11.95,50.1,2,1653.09
Solapur,Maharashtra,17,9470,1316,15.98,3.5,16.11,791.91,61.95,197.11,17.607861,75.86687,82.31,42.03,82.96,6,1670.12
Solapur,Maharashtra,49,10266,610,10.45,8.44,14.2,1192.1,58.21,1519.04,17.736172,75.88158,63.33,29.31,73.89,3,725.0
Solapur,Maharashtra,2,2036,507,12.82,8.46,30.04,951.04,59.75,1792.26,17.708189,75.909387,73.47,15.03,67.3,4,873.19
Solapur,Maharashtra,2,3125,2793,3.35,12.5,28.93,332.94,61.31,2156.59,17.701566,75.914551,91.41,23.32,60.05,1,1370.98
Solapur,Maharashtra,28,11814,932,19.28,16.43,24.79,277.15,59.33,479.39,17.678386,75.889636,68.07,49.46,61.54,3,575.06
Solapur,Maharashtra,23,9473,2402,14.86,11.68,37.73,1050.18,58.1,1428.83,17.717293,75.857784,74.95,40.26,42.87,5,166.31
Solapur,Maharashtra,37,10077,956,3.8,17.19,15.94,577.49,61.24,168.82,17.623347,75.887363,93.34,30.88,62.75,4,1401.69
Solapur,Maharashtra,32,9570,1723,17.82,15.93,12.02,233.5,60.91,373.47,17.658791,75.918877,84.39,10.18,79.77,4,1180.84
Solapur,Maharashtra,33,10166,2231,13.0,10.73,27.27,1045.68,59.45,277.4,17.673501,75.9171,84.91,23.8,59.4,2,1617.35
Solapur,Maharashtra,1,10109,1979,3.28,15.09,10.36,994.02,55.4,1854.87,17.616561,75.86602,65.09,16.84,59.18,3,454.48
Solapur,Maharashtra,19,7990,536,24.32,11.75,14.66,1181.98,56.09,340.49,17.662927,75.850778,71.59,8.2,40.79,5,2037.31
Solapur,Maharashtra,2,5100,647,23.86,1.87,11.31,1098.91,64.56,1833.66,17.647475,75.925298,58.29,29.4,62.89,2,453.38
Solapur,Maharashtra,44,8283,929,14.04,13.46,5.56,1034.01,51.69,736.62,17.605337,75.860637,79.26,45.01,41.27,2,2152.26
Solapur,Maharashtra,26,10646,1840,4.61,2.16,33.62,138.88,54.03,2212.63,17.62051,75.858235,59.15,35.4,68.52,7,1144.91
Solapur,Maharashtra,32,6471,2303,19.48,10.9,12.42,196.95,57.39,2060.9,17.714606,75.85027,88.44,16.24,65.34,7,1373.56
Solapur,Maharashtra,6,2705,1571,13.57,12.8,20.5,717.26,62.55,2400.9,17.602706,75.89326,87.58,30.81,82.0,7,2164.21
Solapur,Maharashtra,32,3490,663,9.31,1.66,4.6,675.26,52.46,2226.84,17.740138,75.900326,76.34,47.45,69.09,6,803.8
Solapur,Maharashtra,4,6799,2668,13.56,4.54,28.88,592.92,54.15,2343.32,17.612964,75.913766,60.65,37.53,56.17,1,534.57
Solapur,Maharashtra,11,5072,585,14.25,16.52,15.23,524.4,50.99,2168.04,17.719886,75.879606,56.02,36.03,65.81,4,1136.31
Solapur,Maharashtra,17,7475,448,15.16,11.29,30.56,562.96,60.59,1779.45,17.734792,75.921042,86.87,48.57,74.99,5,677.16
Solapur,Maharashtra,38,7820,1407,12.43,4.81,18.26,717.61,53.57,550.11,17.74117,75.866933,79.01,40.95,44.7,4,1323.48
Solapur,Maharashtra,24,5880,2753,16.13,12.59,10.24,82.33,55.83,788.51,17.730122,75.933199,83.44,11.15,71.05,3,747.59
Solapur,Maharashtra,5,6257,755,23.17,10.94,21.99,371.99,56.66,649.91,17.643133,75.907185,67.15,20.64,85.83,1,2091.04
Solapur,Maharashtra,34,4213,2066,10.65,9.28,7.83,660.47,63.37,1568.43,17.649963,75.908389,75.38,48.43,54.96,2,1504.7
Solapur,Maharashtra,6,11895,1099,18.83,17.58,19.3,888.88,56.17,1333.51,17.663982,75.870978,84.89,27.04,71.33,1,120.55
Solapur,Maharashtra,22,7088,1484,22.63,12.46,14.74,275.06,52.18,2187.64,17.620895,75.857411,73.5,10.02,81.07,2,1956.48
Solapur,Maharashtra,11,2466,1312,12.76,7.07,36.74,692.51,57.86,2388.78,17.603341,75.896472,79.06,25.64,65.59,7,872.88
Solapur,Maharashtra,48,6444,1823,12.48,14.5,5.25,880.19,64.44,1101.42,17.730368,75.911561,86.59,36.36,75.9,1,850.07
Solapur,Maharashtra,16,4932,780,16.05,15.98,28.68,577.98,59.12,1339.92,17.683119,75.859505,63.61,49.89,55.55,2,993.38
Solapur,Maharashtra,33,2188,1986,15.81,2.69,9.76,110.33,64.75,2433.06,17.691308,75.945053,57.64,19.58,55.3,4,1557.0
Solapur,Maharashtra,9,5743,2461,20.65,4.01,14.8,583.18,62.62,799.16,17.739048,75.948041,76.27,28.13,73.38,7,1127.9
Solapur,Maharashtra,6,5201,1901,13.22,4.28,18.37,412.02,50.54,2012.12,17.699768,75.904546,57.49,44.59,75.27,7,1553.29
Solapur,Maharashtra,16,10033,2708,24.91,12.6,36.6,1121.21,59.88,679.31,17.703628,75.945007,85.66,20.99,86.85,7,454.66
Solapur,Maharashtra,29,6682,640,3.84,11.05,11.98,219.57,54.3,1751.43,17.718045,75.867945,83.77,9.92,51.24,4,2331.97
Solapur,Maharashtra,3,11416,2310,2.57,11.33,6.38,810.77,58.39,746.0,17.617452,75.852542,90.27,47.7,63.41,4,1783.5
Solapur,Maharashtra,20,8204,2796,16.9,16.96,14.79,139.05,54.19,2226.77,17.654024,75.853941,80.58,26.98,52.53,4,690.47
Solapur,Maharashtra,36,5922,2166,9.21,14.08,6.87,579.71,55.23,1469.47,17.745231,75.908751,57.69,27.63,44.0,7,1771.11
Solapur,Maharashtra,19,11484,1134,7.91,2.74,7.76,700.46,63.85,586.94,17.73844,75.856164,65.13,32.95,60.16,1,1431.06
Solapur,Maharashtra,26,3259,1503,9.52,6.58,24.23,413.71,53.1,677.27,17.732611,75.945855,87.32,5.16,58.7,2,368.95
Solapur,Maharashtra,3,10681,2025,8.26,8.12,5.25,589.68,63.11,1310.55,17.667813,75.864193,61.69,46.9,53.52,4,526.29
Solapur,Maharashtra,19,11954,1989,3.19,7.43,4.14,263.18,50.46,2409.76,17.728579,75.880472,82.94,21.27,54.85,1,214.18
Solapur,Maharashtra,20,3982,610,24.36,12.21,29.43,420.62,51.36,1958.66,17.607259,75.932252,86.21,22.86,58.02,2,1965.06
Solapur,Maharashtra,32,9558,561,7.47,16.11,16.38,775.64,62.82,1297.53,17.622278,75.871874,68.2,12.83,89.44,7,1377.89
Solapur,Maharashtra,7,2451,1742,19.02,5.86,7.64,418.02,59.46,943.64,17.662095,75.874297,67.89,22.02,79.15,1,842.19
Solapur,Maharashtra,41,10414,705,19.66,10.16,12.38,1087.71,61.21,1440.78,17.672509,75.914231,77.31,41.18,43.57,7,408.07
Solapur,Maharashtra,33,3579,2490,23.41,14.31,26.76,783.82,53.14,1908.65,17.639526,75.877609,89.45,41.0,83.62,6,1223.62
Solapur,Maharashtra,40,4217,641,3.19,7.78,13.19,571.29,58.06,1992.23,17.653472,75.871745,63.96,47.11,71.67,4,1317.6
Solapur,Maharashtra,39,6024,1639,22.12,3.44,21.3,123.41,61.06,912.83,17.624416,75.875418,92.65,23.15,84.53,3,1720.44
Solapur,Maharashtra,18,11192,543,14.36,8.81,7.5,639.49,59.41,1844.72,17.67337,75.899065,78.96,36.89,57.09,1,2331.46
Solapur,Maharashtra,40,9977,789,16.73,1.47,24.76,936.55,57.08,1695.8,17.719076,75.94661,94.69,27.83,63.23,4,1111.68
Solapur,Maharashtra,1,8811,311,17.0,16.99,14.69,377.42,64.4,2403.91,17.699204,75.933224,58.58,41.18,84.81,5,1045.76
Solapur,Maharashtra,11,8686,860,20.95,1.81,26.2,983.59,60.14,2338.06,17.616169,75.878461,60.06,37.06,53.63,2,963.44
Solapur,Maharashtra,28,3565,341,10.0,8.17,32.91,362.02,63.62,2005.04,17.673137,75.886337,88.07,21.56,85.78,6,2005.39
Solapur,Maharashtra,25,2268,893,18.99,9.77,25.63,1002.6,60.95,1849.98,17.704647,75.896451,89.59,20.15,81.42,4,476.4
Solapur,Maharashtra,50,6990,1752,14.39,17.74,13.94,175.5,61.03,794.0,17.679484,75.947893,72.82,16.36,89.03,5,903.89
Solapur,Maharashtra,23,8145,2126,20.35,3.41,12.46,1050.13,51.2,2138.02,17.658751,75.867239,83.56,30.94,56.21,1,1772.93
Solapur,Maharashtra,31,6583,1993,24.79,2.5,15.11,639.09,55.39,1154.64,17.693287,75.885748,89.7,48.37,51.79,1,155.78
Solapur,Maharashtra,30,6732,433,7.01,0.65,9.09,412.12,62.88,789.77,17.745296,75.922943,56.73,14.0,56.54,5,779.79
Solapur,Maharashtra,42,11853,1247,24.88,3.22,9.7,376.93,53.49,1052.78,17.614236,75.946394,77.96,9.29,87.73,6,1582.5
Solapur,Maharashtra,35,7297,372,4.52,4.13,32.26,563.85,51.73,2114.45,17.658502,75.865568,89.14,10.37,56.65,5,543.97
Solapur,Maharashtra,7,10638,698,2.55,11.54,17.24,1198.94,54.89,499.29,17.660991,75.872738,70.93,40.24,68.26,2,810.18
Solapur,Maharashtra,16,6426,1728,3.49,4.34,19.13,326.77,53.31,1221.97,17.686545,75.872569,67.1,20.75,60.18,1,1228.18
Solapur,Maharashtra,26,7516,429,10.19,0.86,24.98,195.6,63.88,1307.04,17.622826,75.852093,86.83,15.1,59.81,5,1082.21
Solapur,Maharashtra,48,4835,2111,16.74,14.97,24.82,735.24,63.02,236.08,17.626496,75.910412,68.43,20.88,49.67,3,361.74
Solapur,Maharashtra,49,9538,2301,4.05,6.9,5.49,627.17,57.5,610.0,17.642804,75.91707,55.13,34.04,66.85,3,2259.18
Solapur,Maharashtra,2,6373,565,2.63,6.69,33.77,667.1,50.92,2092.84,17.743381,75.910253,93.38,29.61,82.47,5,220.99
Solapur,Maharashtra,1,2981,1860,23.58,5.79,9.56,826.97,60.72,2102.3,17.710116,75.857132,78.68,38.46,42.47,2,1829.41
Solapur,Maharashtra,48,11593,2285,20.99,17.57,29.75,379.2,59.35,837.18,17.699254,75.856923,87.78,20.26,84.46,1,282.84
Solapur,Maharashtra,12,7805,1092,20.71,3.48,31.59,1099.94,64.56,2206.01,17.722544,75.871039,88.01,25.34,73.27,3,1185.43
Solapur,Maharashtra,5,4951,2600,22.4,16.22,29.45,567.95,58.38,1963.69,17.619136,75.879029,57.66,9.59,70.84,5,519.94
Solapur,Maharashtra,37,1554,1612,18.25,14.09,24.42,224.58,55.05,1132.08,17.7289,75.928654,61.83,8.29,71.3,7,441.7
Solapur,Maharashtra,32,9143,463,4.85,1.84,3.54,911.37,57.79,1908.75,17.689225,75.865939,67.44,25.8,54.81,5,407.05
Solapur,Maharashtra,9,11515,394,11.48,17.77,16.33,800.28,64.69,2409.14,17.650299,75.854409,67.83,18.57,60.76,4,1152.35
Solapur,Maharashtra,41,4962,2105,18.77,5.25,25.38,433.63,60.45,1228.58,17.722378,75.889399,81.35,32.58,79.96,5,1295.31
Solapur,Maharashtra,35,2332,1433,8.81,2.23,17.34,776.1,60.08,710.3,17.720385,75.891639,79.93,6.94,55.32,2,424.12
Solapur,Maharashtra,19,7454,2683,17.97,15.01,34.95,326.25,53.61,2363.27,17.726856,75.895091,74.78,10.48,63.5,3,2353.02
Solapur,Maharashtra,48,10019,1121,3.05,12.87,14.43,578.22,61.15,1568.8,17.617328,75.93269,63.45,43.93,40.98,4,707.71
Solapur,Maharashtra,16,8721,537,9.39,11.3,13.86,1087.34,61.25,397.37,17.745404,75.859801,70.28,30.48,76.68,3,1166.16
Solapur,Maharashtra,3,4810,2728,14.86,3.23,12.84,229.56,54.76,1495.8,17.743944,75.920394,76.74,37.04,60.89,3,613.09
Solapur,Maharashtra,20,4800,2260,16.72,8.87,15.31,513.1,57.26,1326.37,17.65362,75.883795,73.72,42.89,66.27,2,1246.14
Solapur,Maharashtra,24,8222,1348,15.48,14.16,23.62,999.68,54.42,2160.63,17.609884,75.880998,60.09,25.87,45.73,5,1843.72
Solapur,Maharashtra,33,8718,1976,18.2,5.81,29.16,1165.83,53.88,1397.13,17.625058,75.943254,80.98,39.25,89.59,2,1308.11
Solapur,Maharashtra,24,9276,1263,2.64,5.95,27.52,588.4,50.39,749.8,17.748925,75.874847,57.92,28.61,55.12,5,771.28
Solapur,Maharashtra,11,5175,836,4.77,0.55,32.89,647.84,54.28,1737.76,17.684452,75.914253,70.13,15.02,71.75,4,686.34
Solapur,Maharashtra,49,4554,1903,22.05,3.55,35.78,720.83,58.31,1425.05,17.653493,75.877513,83.4,20.19,69.06,2,1850.37
Solapur,Maharashtra,8,9470,2279,17.84,15.82,33.19,1124.23,50.02,697.65,17.64323,75.900714,55.8,27.07,79.25,2,389.58
Solapur,Maharashtra,36,3643,427,5.04,8.23,3.7,1041.19,54.25,1498.03,17.638549,75.928629,77.8,19.26,54.69,7,963.52
Solapur,Maharashtra,38,6707,391,21.45,17.72,30.23,271.07,63.22,2080.61,17.699623,75.938172,68.38,20.1,77.8,6,465.38
Solapur,Maharashtra,40,11003,842,7.95,7.42,10.71,569.17,58.9,217.14,17.662908,75.93387,55.35,20.18,59.13,1,708.18
Solapur,Maharashtra,20,4038,1145,13.26,13.02,7.92,599.68,59.12,1632.5,17.744812,75.908218,62.62,10.53,60.56,2,468.12
Solapur,Maharashtra,35,6047,1981,5.77,5.43,26.62,963.79,56.05,971.53,17.702576,75.874882,92.64,8.81,73.64,6,2141.84
Solapur,Maharashtra,48,7119,2151,18.48,6.87,14.83,755.24,60.15,837.78,17.718807,75.916123,75.85,7.09,79.21,1,1788.74
Solapur,Maharashtra,25,9856,2794,17.5,3.84,5.11,812.73,52.85,1072.58,17.643911,75.920991,94.89,9.99,73.34,7,1398.91
Solapur,Maharashtra,35,8112,689,7.25,6.57,8.09,1197.98,62.28,953.75,17.611878,75.851069,75.99,20.47,84.99,5,631.69
Solapur,Maharashtra,25,6505,2184,21.93,10.08,3.03,163.96,51.75,2105.76,17.673173,75.893921,76.76,31.72,54.26,5,1283.32
Solapur,Maharashtra,29,2322,342,11.53,17.86,36.42,329.77,59.84,795.77,17.647187,75.934326,70.67,13.47,85.03,5,1307.5
Solapur,Maharashtra,18,2443,553,9.08,12.12,3.91,536.84,55.12,1872.91,17.630312,75.898959,67.4,44.96,46.54,6,1466.12
Solapur,Maharashtra,46,7650,1383,5.93,3.99,10.75,469.52,61.21,371.04,17.742896,75.881138,65.06,41.38,72.98,6,256.99
Solapur,Maharashtra,18,5925,2634,8.49,1.29,18.4,104.24,58.25,2385.78,17.666598,75.93718,68.74,28.42,67.38,1,2338.22
Solapur,Maharashtra,2,10466,1840,3.0,2.71,16.19,182.79,56.79,1612.44,17.626206,75.865588,73.39,37.59,64.73,5,1181.2
Solapur,Maharashtra,35,3698,2253,15.62,10.34,36.73,842.67,52.54,1810.79,17.629798,75.870645,62.68,21.48,55.55,3,2232.49
Solapur,Maharashtra,16,5742,2692,21.45,13.89,4.49,1064.84,59.55,850.39,17.642106,75.918737,64.0,6.66,65.19,2,142.36
Solapur,Maharashtra,41,5195,941,14.85,16.96,21.95,655.93,64.62,1118.43,17.749897,75.885244,65.86,45.69,48.09,6,684.43
Solapur,Maharashtra,36,4952,2729,7.43,0.78,28.18,683.89,62.38,675.88,17.640202,75.921302,72.97,10.75,58.47,6,357.11
Solapur,Maharashtra,33,10606,989,3.26,9.65,37.47,365.7,50.9,2341.46,17.64932,75.86577,81.11,47.66,44.93,6,1874.72
Solapur,Maharashtra,4,2808,1576,7.33,8.74,25.95,940.02,55.64,1297.05,17.698899,75.875227,89.25,30.73,68.59,1,849.89
Solapur,Maharashtra,33,5677,2250,11.86,11.98,32.74,922.01,63.88,1631.55,17.644094,75.865665,66.49,18.75,44.79,5,2036.32
Solapur,Maharashtra,14,10205,1379,19.59,10.29,6.1,738.97,57.55,1875.54,17.632371,75.945291,62.35,27.3,48.02,3,2017.84
Solapur,Maharashtra,21,11612,1786,6.73,12.52,17.28,318.18,59.93,1022.1,17.623796,75.89054,70.15,27.57,44.27,2,1642.57
Solapur,Maharashtra,48,8352,756,18.7,12.02,16.84,188.66,63.69,1842.24,17.646902,75.883722,90.78,6.05,59.07,2,1637.98
Solapur,Maharashtra,20,7535,1282,22.01,2.55,35.79,151.95,63.11,1738.58,17.615887,75.85142,55.39,21.0,82.1,5,1716.36
Solapur,Maharashtra,8,5094,2430,12.71,14.5,8.6,743.82,57.53,1808.3,17.602797,75.865342,82.11,38.29,85.34,3,1656.18
Solapur,Maharashtra,7,6341,1422,20.98,2.66,8.62,1004.04,56.56,1299.69,17.720696,75.892114,74.09,27.95,43.59,1,1002.15
Solapur,Maharashtra,3,2909,448,14.98,12.72,15.16,1041.33,55.1,1049.9,17.620684,75.85685,61.44,15.99,71.73,6,1676.85
Solapur,Maharashtra,17,6066,1652,16.83,7.78,5.02,599.26,60.79,671.89,17.716397,75.901074,67.84,20.08,74.22,6,2166.09
Solapur,Maharashtra,33,5991,1479,14.34,9.49,9.75,958.38,54.3,2087.87,17.719631,75.895502,64.0,43.84,66.69,7,878.27
Solapur,Maharashtra,48,3055,489,12.92,16.31,38.71,1140.51,53.75,1579.62,17.680688,75.926717,90.11,28.65,73.35,5,2274.35
Solapur,Maharashtra,12,2304,1182,7.78,16.07,18.84,388.19,55.34,1194.23,17.646452,75.91598,74.27,28.78,51.68,2,150.97
Solapur,Maharashtra,51,2779,2610,9.32,14.81,26.38,525.72,52.66,2368.39,17.621755,75.894595,77.52,48.27,64.48,6,915.91
Solapur,Maharashtra,22,8583,699,9.02,9.43,29.87,1123.26,60.43,262.42,17.710521,75.872466,78.75,19.44,59.54,7,421.18
Solapur,Maharashtra,22,7486,908,15.17,13.38,16.58,458.82,59.24,2147.9,17.690208,75.922686,80.58,26.58,44.49,2,408.69
Solapur,Maharashtra,46,7119,2095,5.2,9.48,8.45,1103.54,57.24,2494.32,17.698318,75.920786,74.82,41.53,71.28,2,1979.18
Solapur,Maharashtra,30,2887,1938,23.13,15.72,10.64,1178.77,55.85,2234.31,17.6013,75.86533,55.71,39.15,64.76,5,2213.88
Solapur,Maharashtra,38,4179,1875,18.71,7.55,14.59,821.23,63.64,2054.53,17.739128,75.941475,68.39,16.96,53.76,4,1893.29
Solapur,Maharashtra,38,3606,2448,11.53,17.48,26.53,994.92,50.44,1029.62,17.609944,75.856441,62.35,11.8,63.68,7,2346.68
Solapur,Maharashtra,45,9673,1682,6.07,16.82,17.74,919.49,61.54,693.59,17.655021,75.855504,82.21,36.53,78.76,4,613.23
Solapur,Maharashtra,51,5723,1703,22.34,13.48,3.25,863.48,63.53,1876.9,17.660407,75.868735,57.27,16.59,80.08,4,441.02
Solapur,Maharashtra,8,6331,1119,21.04,5.39,22.37,423.76,56.7,865.75,17.600203,75.940946,77.55,46.52,72.48,7,1307.2
Solapur,Maharashtra,27,4268,1119,18.74,2.8,37.1,143.95,58.26,563.69,17.674563,75.902,63.43,10.82,63.39,3,2010.21
Solapur,Maharashtra,27,4686,719,8.61,15.46,33.05,464.22,64.17,1998.34,17.712921,75.928794,92.95,19.32,68.79,5,210.83
Solapur,Maharashtra,34,4073,423,11.56,3.39,33.53,826.97,53.18,884.48,17.72349,75.872784,68.42,7.47,59.25,7,2389.89
Solapur,Maharashtra,21,4099,721,4.81,15.45,32.42,194.83,57.8,2298.94,17.73191,75.899022,68.01,36.65,46.33,2,1493.12
Solapur,Maharashtra,30,5533,1808,6.75,9.09,14.98,93.35,57.12,2125.49,17.673158,75.885829,91.94,45.11,59.28,7,2351.99
Solapur,Maharashtra,33,9928,1897,20.12,7.61,31.31,236.46,53.88,2141.95,17.694595,75.932783,71.69,33.61,66.52,6,952.39
Solapur,Maharashtra,28,2804,1067,18.59,16.31,8.3,881.62,62.28,1963.19,17.611928,75.85226,93.51,47.2,69.94,7,1164.29
Solapur,Maharashtra,47,8868,2344,15.85,11.07,27.34,1169.53,63.49,2220.07,17.673206,75.874384,55.97,10.78,86.79,3,1835.38
Solapur,Maharashtra,33,7377,2502,22.65,10.59,26.74,1181.03,61.73,2043.51,17.623222,75.865257,67.25,8.95,78.87,4,1927.36
Solapur,Maharashtra,5,2801,2439,15.62,10.28,3.95,633.26,52.93,1565.9,17.655446,75.935919,81.65,42.73,47.6,1,651.32
Solapur,Maharashtra,48,4041,1849,13.01,7.0,32.15,1053.67,51.3,845.18,17.649396,75.896754,90.63,43.5,48.71,3,2239.95
Solapur,Maharashtra,19,3551,2064,10.16,14.25,36.42,905.25,59.08,2237.29,17.663531,75.890422,65.26,42.4,45.02,3,2097.72
Solapur,Maharashtra,4,8309,2344,23.66,4.92,12.89,641.17,50.86,2125.42,17.685745,75.894948,92.22,40.95,76.91,5,161.51
Solapur,Maharashtra,35,10133,809,4.36,16.93,33.06,721.49,60.09,1261.27,17.735431,75.947192,78.76,21.3,75.31,6,413.14
Solapur,Maharashtra,49,11768,1506,23.44,16.14,6.05,233.69,57.96,241.83,17.659173,75.935027,87.04,14.79,89.32,3,1251.1
Solapur,Maharashtra,17,10496,685,21.1,6.41,25.2,1130.18,59.94,1650.58,17.74717,75.920637,70.89,46.8,66.1,7,1170.98
Solapur,Maharashtra,44,1574,1897,5.42,13.27,20.97,474.16,58.85,268.9,17.713854,75.879048,63.49,18.82,81.32,6,1735.13
Solapur,Maharashtra,28,8481,2752,15.21,10.53,23.2,579.69,56.34,2326.76,17.676722,75.866517,91.45,22.93,68.82,5,324.54
Solapur,Maharashtra,30,11867,2593,22.0,6.41,37.27,832.26,53.01,2409.83,17.696604,75.942143,92.33,36.48,83.7,7,1590.27
Solapur,Maharashtra,29,11781,1041,15.37,17.8,35.24,453.97,54.59,595.3,17.615334,75.892308,74.9,18.2,76.05,1,1525.32
Solapur,Maharashtra,46,6975,2211,22.91,0.94,32.05,364.77,57.87,1739.52,17.726678,75.877876,55.26,41.86,72.14,2,652.65
Solapur,Maharashtra,6,9732,1746,23.72,4.92,13.13,786.78,59.78,366.83,17.687354,75.897092,59.39,8.15,68.26,2,1356.66
Solapur,Maharashtra,35,11773,1200,12.0,9.6,36.74,107.98,61.69,1864.36,17.74791,75.941785,77.92,40.6,76.15,4,626.63
Solapur,Maharashtra,41,8684,2412,10.99,9.63,6.61,887.21,61.51,966.13,17.695464,75.888707,55.95,32.08,60.98,4,454.98
Solapur,Maharashtra,37,7296,2560,23.57,10.81,34.57,655.71,64.59,1750.47,17.725117,75.906264,70.88,30.78,44.83,1,1426.75
Solapur,Maharashtra,24,8641,2309,17.69,13.65,15.14,758.44,54.29,1026.26,17.719964,75.930297,67.13,25.63,42.0,2,2348.64
Solapur,Maharashtra,29,3122,541,5.11,11.41,4.99,787.71,51.07,492.08,17.651819,75.892713,83.57,17.47,63.95,4,660.21
Solapur,Maharashtra,49,9541,2685,3.45,11.0,27.77,670.3,55.18,1104.36,17.638942,75.873354,57.22,25.88,69.96,6,930.17
